Gene,immature,A,B
RP11-383J24.2,0,0,0
RP11-327I22.4,0,0,0
RP11-66D17.3,0,1.73E-02,0
HMGN1P32,0,0,0
RP11-20J15.2,0,0,0
HLA-DRB9,0,0,0
IGKV1OR10-1,0,0,0
RP11-317B3.2,0,0,0
AP000251.3,0,0,0
RP11-112L6.3,0,0,0
RP13-143G15.4,0.143774,0,0
GAGE13,0,0,0
TAP2,0,0,0
AP000358.5,0,0,0
HMGB3P12,0,0,0
AP001056.1,0.131167,1.465623,0.541339
RP11-343H5.6,0.2988,0,0
RP11-203P23.2,0,0,0
OR2P1P,0,0,0
AF064858.10,0,0,0
OR4C50P,0,0,0
AL353898.3,0.58663,1.072344,0.328297
AP002856.7,0,0,0
FAM138A,0,0,0
AC073257.2,0,0,0
USP9YP32,0,0,0
AC013410.2,0,0,0
BTBD7P2,0,0,0
OR3B1P,0,0,0
GCNT1P5,0,0,0
OR9A1P,0,0,0
TCEB1P18,0,0,0
RP11-571E6.1,0,0,0
OXCT2P1,0.017773,3.86E-02,5.77E-02
RP11-144A16.2,0,0,0
RP11-406A20.1,0,0,0
RP11-522L3.4,0,0,0
UQCRHP2,0.063566,0,0
NIFKP9,0,0,0
RP11-72B4.2,0,2.18E-02,0.15037
S100A11P1,3.244845,1.688529,2.601398
AC104623.2,0,0,0
C6orf100,0,0,0
XX-2136C48.8,0,0,0
ANKRD26P3,0,0,0
FRY-AS1,0,0,0
AC007386.2,0.396966,0.182842,0.421276
RP11-368M16.5,0,0,0
RP4-604G5.1,0,0,0
RP11-690I21.1,0.134059,0.603753,0.552844
HMGB3P5,0,0,0
RP11-462G2.1,0,0,0
RP11-521A24.1,0,0,0
HLCS-IT1,0,0,0
ERICH1-AS1,0,0,0
KIFC1,2.527023,0.247061,0.458034
OR11Q1P,0,0,0
C2orf74,1.402815,2.989015,6.934369
RP11-655G22.2,0,0,0
AP003025.2,0,0,0
AC073834.3,0,0,0
RP5-968D22.3,0,0,0
RNASEH2CP1,0,0,0
RP11-169L17.5,0,0,0
SOCS2P1,0,0,0
DNAJC19P7,0,0,0
LINC00316,0,0,0
GRM7-AS2,0,0,0
AC108868.3,0,0,0
LINC01115,0,0,0
RPS15AP38,11.329324,8.475522,10.946354
HCG4P3,1.481378,1.946825,1.414037
AC080094.1,0,0,0
GAGE12C,0,0,0
KRR1P1,0,0,0.184325
GSTA7P,0,0,0
TEX36-AS1,0,0,0
RPL30P4,1.000491,0.759948,0.738698
AC113612.2,0,5.00E-02,0
VDAC1P11,0.062355,9.22E-02,0.103212
RP3-514P16.1,0.104764,0.254953,0.41678
AL627309.1,1.93647,2.491785,1.09537
RPSAP35,0,0,0
RP11-360O19.4,0.073009,0.105143,0
RP5-1120P11.1,0,0,0
LINC00686,0,0,0
AC007064.24,0,0,0
OR2B4P,0,0,0
IFNWP2,0.839227,0.134599,0.481482
IRGM,0.032889,0,0
LINC00312,0,0,0
GPR53P,0,0,0
RP11-199F6.4,0,0,0
RP11-219C24.6,0,0,0
ATP5JP1,0,0,0
TRBV3-1,0.405782,1.085399,0
TRIM10,0,0,0
AP004289.2,0,0,0
AC008937.2,0,0,0
TRIM51EP,0,0,0
RP5-1018K9.1,0,0,0
RP11-445O16.2,0,4.95E-02,0
EEF1A1P28,0.158936,9.28E-02,0.253535
HLA-DPB1,0,0,0
RP11-39K24.13,0.070494,0.251816,0
AC006000.5,0,0,0
P4HA2-AS1,0,0,0
RP3-400B16.3,0,0,0
RP11-402P6.4,0,0,0
AC009095.4,0,0,0
RP1-179N16.3,0.24405,0.655723,0.58783
AC011995.1,0,0,0
AF064858.11,0,0,0
MTND1P29,0,0,0
ZNF70P1,0,0,0
HSPA1A,0,0,0
OR2I1P,0,0,0
RP11-386O9.2,0,0,0
AIF1,0,0,0
RP3-453P22.2,0,0,0
AC002075.4,18.409155,15.444307,23.661856
RP11-459A10.1,0.132992,0.166057,0.142211
RNGTTP1,0,0,0
AC010980.2,0.488436,4.960705,0
RNF39,0,0,0
RP11-298E2.2,0,0,0
AP000473.6,0,0,0
U82670.4,0,0,0
DCTN1-AS1,0,0,0
RNF216-IT1,0.055388,0.110385,0
NPAP1P3,0.028367,0,0
AC002368.4,0,0,0
RP11-624M8.1,0,0,0
XXyac-YM21GA2.6,0,0,0
AC009963.5,0,8.09E-02,0.148689
ZNF101P1,0,0,0
RP11-65B23.3,0,0,0
UQCRBP1,14.362907,7.27594,13.956687
RP3-423B22.5,0.465727,7.523362,12.865614
AC007740.1,0,0,0
LINC01143,0,0,0
RP13-75G22.1,0,0,0
AC079922.3,1.671291,1.163858,1.97231
RP11-521C10.1,0,0,0
RP11-77M5.1,0,0,0
EEF1A1P30,0.142643,0.10885,4.29E-02
BANF1P3,12.192319,10.099388,15.207105
RP11-278H7.3,0,0,0
AC092657.2,0,0,0
RP11-127O4.2,0,0,0
AMY1A,0.384205,0.147829,0.358618
RP11-3B12.2,0,0,0
FAM200B,8.211669,9.050765,7.798896
GGTA2P,0,0,0
RP11-101E14.2,0,0,0
RP11-344N10.2,0,0,0
SPATA31D2P,0,6.48E-04,0
AC092620.3,0,0,0
AC003075.4,0.614399,0,0.31494
RP11-129B9.1,0.301984,0.126965,0.279166
DDR1-AS1,0,0,0
OR14J1,0,0,0
RP11-54A4.2,0,1.059935,0.240497
RP1-192P9.1,0,0,0
RP11-306I1.1,0,0,0
AC097713.5,0.225864,8.68E-02,0.113494
GFOD1-AS1,0,0,0
C3orf79,0,0,0
RP5-1041C10.3,0,9.22E-02,5.39E-02
AC009499.2,0,0,0
RP11-203I2.1,0,0,0
RPL18AP16,0.014196,1.21E-02,0.333452
RP11-472N13.3,1.315848,0.555648,0.767112
AC010894.5,0,7.56E-02,0
CICP11,0.028135,1.05E-02,3.21E-02
AMDP1,0,0.188291,2.99E-02
FAM197Y6,0,0,0
LINC00211,0,0,0.137806
HNRNPA1P39,0.439853,0.591752,0.43098
AC015849.2,0,0,0
FAUP2,0,0,0
RP11-400K9.4,0,0,0
NCR3,0,0,0
CTD-2571E19.3,0,0,0
GPR53P,0,0,0
HCG9,0,0,0
AC002066.1,0,0,0
SFTA2,0,0,0
AC007000.11,0.44139,0,0
RPL21P109,0,0,0
RPS3AP29,0,0,0
AC002454.1,0,0,0
AC083873.4,6.328,5.754198,8.361448
CDY19P,0,0,0
AC010747.2,0,0,0
RGL2,0,0,0
RP11-332O19.2,0,8.51E-02,0
PA2G4P1,0.20892,0.233701,0.443848
PPP1R11,0,0,0
RP11-499O7.4,0,0,0
RP5-974N19.1,0,0,0
RP11-432N13.2,0,0,0
MOG,0,0,0
AC007064.22,0,0,0
PHKA2-AS1,1.935429,0,0.18369
AC159540.3,0,0,0
AC133680.1,0,0,0
FAM21FP,1.55293,2.147582,1.39825
KRTAP19-9P,0,0,0
RP11-110J1.2,1.141596,1.358445,1.295705
AC016903.2,0,0,0
AC092684.1,0,0,0
RP5-940F7.2,0,0,0
RP11-216M21.1,0.528807,0.471079,0.650761
FAM231A,0,1.90E-02,0
RP11-739N20.3,0,0.167929,0
NFYAP1,0,0,0
RP11-483E23.2,0,0,0
RP1-67K17.4,0,0,0
RP4-630A11.3,0.127291,0.462815,0
RP5-833A20.1,0,0,0
LINC00674,1.809633,2.715214,4.946305
AC062020.2,0,0,0
RP11-435O5.2,0,0,0
EEF1A1P31,0.043088,3.28E-02,0
RP11-232D9.4,0,0,0
RP11-332L8.1,2.31138,1.224721,2.577225
RP1-63G5.7,0,0,0
RP6-24A23.3,0,0,0
LINC00322,0,0,0
SUCLA2P1,0,0,0
AC097533.1,2.817839,3.712502,2.744241
RP11-459O16.1,0.029863,1.63E-02,0.157358
AC073130.1,0,0,0
HLA-Z,0,0,0
POU5F1P4,0.041907,1.19E-02,2.67E-02
RP11-156J23.1,0,0,0
RP3-393K13.1,0,0,0
RP5-1174J21.1,0.888278,0,0
AKR1B1P4,0,0,0
AC097500.2,0,6.89E-02,0
LINC00398,0,0,0
AC096669.2,0,0,0
C6orf10,0,0,0
PPIAP13,0.219211,0.194084,0.114359
DGUOK-AS1,0.161012,0.340153,0.233467
HCG4P3,0,0,0
RP11-208C17.4,0,0,0
RP11-611D20.2,0.422152,0,0.786209
RPL23AP32,0,0,0
AC087650.1,0.055992,2.02E-02,0.18663
DDX39B,0,0,0
LINC00243,0,0,0
RP11-417D4.1,0,0,0
KLF7-IT1,0.216256,0.171036,0.297479
HCG22,0,0,0
AC005008.2,0,0,0
RP11-90H3.2,0,0,0
HCG15,0,0,0
RP4-739H11.3,0,0,0
ZBTB12,0,0,0
AC009161.1,0,0,0
TSPY21P,0,0,0
RP3-404F18.5,0,0,0
RP11-460E7.9,0,0,0
HCG4,0,0,0
MUPP,0,0,0
RP5-1013A22.2,0,0,0
AC073869.7,0,0,0
SRP68P3,0,0.390795,0
FTLP19,0,0,0
RP11-77C3.3,0,0,0
RP11-537E18.1,0.521706,0.176893,0.729816
PARP4P1,0,0,0.246024
SAPCD1,0,0,0
RP11-181B18.1,0,0,0
RP11-350G8.4,0,0,0
AC004543.2,0,0,0
RP11-478H16.1,0,0,0
XXbac-BPG27H4.8,0,0,0
RPL21P112,0,8.15E-02,0
RP13-346H10.2,0,4.83E-02,0
RP3-393E18.2,0,0.264481,0
RP4-668G5.1,0,0,0
RPL31P3,0,0,0
AC007563.4,0,0,4.06E-02
RP11-469E19.1,1.297258,3.760823,1.374544
RP11-467D18.2,0,0,0
RP11-224P11.1,0,0,0
AP000770.1,0,0,0
RP11-288I21.1,2.326227,1.276534,2.003436
AC097523.3,0.13929,0.223397,0.186818
AC093642.3,0.336499,0,0
KCNQ1DN,0,0,0
PRKCQ-AS1,0.427079,0.718946,0.299969
PRKCQ-AS1,0,0,0
PRKCQ-AS1,0,0,0
LINC00649,1.12855,1.17482,0.895057
RP11-570K4.1,0,0,0
Z95114.5,0,7.09E-02,0.158586
LINC00844,0,0,0
RP11-7O11.3,0.593837,0,0
PPIL1P1,0,0,0
RPL7AP73,0.050845,4.68E-02,4.63E-02
AC013267.1,0.182842,0,0
RP11-14O19.2,0,0,0
AC008746.10,0,0,0
TRIAP1P1,0,0,0
CT47A5,0,0,0
RPL36AP10,0,0,0
RP11-1281K21.1,0,0,0
C6orf205,0,0,0
RP11-151G12.2,0.074192,0,0
AC068042.1,0,0,0
AC007322.7,0,0,0
TMEM161BP1,0.053462,2.70E-02,0
RP11-231N9.1,0,0,0
TUBG1P,0.029605,3.86E-02,9.36E-02
hsa-mir-6723,1447.962646,1004.249329,1629.813721
AC000111.4,0,0,0
FLG-AS1,0.072152,4.85E-02,0
RP11-126K1.6,0.088288,1.077552,0.290355
EIF4HP2,0.661815,0.541156,0.32083
RP11-385J1.2,0,0,0
AC007389.1,0,0,0
RP11-338C15.3,0.381102,0.582037,0.362693
RP11-815I22.1,0,8.40E-04,0
PTENP1,5.133347,5.659632,5.76606
CELF2-AS2,0,0,0
RP11-503C24.2,0,0,0
OR2I1P,0,57.736549,0.18716
AP001046.5,0.037975,0.180326,0
CNTN4-AS1,0,0,0
RPL35P1,12.469097,9.403065,13.538351
AC010096.2,0,0,0
RP11-159M11.2,0,0,0
RP1-146A15.1,0,0,0
RCC2P2,0,0,0
RP11-432J9.5,0,4.50E-02,0
RP11-394D2.1,0.053394,6.11E-02,5.22E-02
RP11-274E7.2,2.941823,19.596798,2.601968
RP11-555J4.2,0,0,0
NPAP1P6,0,0,0
RP11-465N4.2,1.481067,0.786136,1.588688
AC009227.3,0,0,0
RP11-443B7.1,0,0,0
AC024619.2,0,0,0
COX6CP10,0,0,0
RP11-34P13.7,0.194417,0.232383,0.316364
RP11-123K19.2,0,0,0
AC114752.1,0,0,0
RP11-427P5.2,0,0,0
RP4-641G12.3,0,0.238492,0
SAPCD1-AS1,0,0,0
AC093110.3,0.345135,0.298592,0
RP11-732M18.2,0,0,0
HTR3E-AS1,0,0,0
ARMC4P1,0,0,0
RP11-38C18.3,0,0,0
DDX39BP2,2.220553,0,3.067574
ZDHHC4P1,0.052024,0.365999,0
RP11-78E6.1,0,0,0
TRIM31-AS1,0,0,0
AC012493.1,0.101076,7.48E-02,0.109452
AC090505.1,0,0,0
RP11-38O23.7,0,0,0
AC002480.2,0,0,0
RP5-1185K9.1,0,0,0
AC138035.2,1.654657,2.494599,1.945505
OOSP1P1,0,0,0
ATP6V0E1P3,0,0,0.347807
AF011889.2,2.894321,3.250001,3.272016
SALL4P2,0,0,0
RP11-59K5.1,2.705379,1.987532,1.832979
RP11-815M8.1,1.551383,0.387975,0.948707
RP11-699L21.2,0,0,0
AC009133.14,5.863619,16.200022,24.316956
MTND5P22,0,0,0
MTND1P30,0,0,0
AP005019.4,0,0,0
LL0XNC01-105G4.3,0,0,0
ISCUP1,0,0,0
ZDHHC20P1,0,0,0
RP11-316I3.2,0,0,0
RP1-128O3.6,0,0,0.273391
PRRT1,0,0,0
ZEB2-AS1,0.177359,0.949038,2.265826
RP11-432J22.2,0.907871,0,0
HSPE1P21,0,0,0
RP4-635A23.4,0,4.09E-02,8.79E-02
SPATA3-AS1,0,0,0
RP11-329N22.1,0,0,0
HCG25,0,0,0
AC010740.1,0,0,0
RP3-378P9.1,0,0,0
XKRYP1,0,0,0
ZNF630-AS1,0,0,0
RPLP0P7,0,0,0
SAR1P1,0,0,0
DDX39B-AS1,0,0,0
RP11-305M3.2,12.299306,20.230568,11.491888
RBMY2HP,0,0,0
TSPY6P,0,0,0
AC087431.1,0,0,0
MRPL48P1,0.042894,0,0
NMNAT1P3,0,0,0
RP11-295M18.2,0.328789,0.417306,0.316817
RP11-72I2.1,0,9.07E-02,0
RP4-620F22.3,0.081336,0.14721,6.73E-02
AC009948.7,0.580984,0.814568,0.368335
LRRC37A2,1.138957,1.104261,1.307826
RP3-469D22.1,15.792583,18.657362,15.664935
RP11-435F13.2,0.828881,0.474694,0.798272
PPP1R26P1,0,1.07E-02,2.47E-02
FMO8P,0,0,0
OFD1P7Y,0,0,0
AC006195.2,0,0,9.66E-02
AC016745.1,0,0,0
CEACAMP6,0,0,0
AC009892.5,0,0,0
RP11-513G11.3,0,0,0
ABCA17P,0,0,0
RP11-12A2.3,0,0,0
HCG24,0,0,0
FAM8A5P,0,0,0
RP11-19D2.1,0,0,0
RPL9P7,83.288895,52.298775,94.201843
PPP1R10,0,0,0
GOLGA2P5,0.296471,0.361374,7.77E-02
RP11-402P6.7,0,0,0
RP11-495P10.5,0,0,0
RP11-463J7.3,0,0,0
AC004893.10,0,1.39E-02,0
RP11-350E12.5,0.117574,0.148496,0.23592
AC066692.3,0,0,0
RP11-262H14.1,4.246149,3.448316,2.752995
LTB,0,0,0
RP3-347M6.2,0.059987,4.17E-02,4.69E-02
AP004372.1,0,0,0
SLC25A24P2,0,0,0
CTA-941F9.9,0,0,0
LINC00426,0.130572,0.212783,0
RP11-483I13.2,0,3.98E-02,3.59E-02
MID1IP1-AS1,0.593728,0.711991,0.977773
RP11-667F9.2,0,0,0
SLC9A3P2,0,0,0
UQCRHP1,0,0,0
RP11-552J9.15,0,0,0
RP3-410C9.2,0,0,0
LTA,0,0,0
RP11-806J6.1,0,0,0
CASC4P1,0.199453,0.230222,0.161223
MLK7-AS1,0,0,0
EHMT2,0,0,0
USP9YP10,0,0,0
ARPC3P2,0.413288,0.579889,0.515764
AC027124.3,0,0,0
RP11-393N21.1,0,0,0
RP11-253A20.1,0,0,0.127949
BRWD1-AS1,0,0,0
RP11-108M9.4,9.787252,3.335068,9.184377
RP11-70K10.2,0,0,0
RP11-346M5.1,0.022284,1.75E-02,5.48E-03
HCG27,0,0,0
AC104978.1,0,0,0.221864
AC008753.3,0.647142,0.668761,0.333698
MLLT10P1,1.411185,0.425951,0.77106
OR7E140P,0,0.142156,0
CTA-714B7.4,0,0,0
USP9YP4,0,0,0
RP11-415D17.4,0,0,0
RP11-420L9.4,0,0,0
AC116366.5,0.390299,0,0.4648
OR7E117P,0,0,0
AC009237.4,0,0,0
RP3-395M20.8,52.365868,17.290236,45.36375
AC007560.1,4.467078,3.084317,3.566689
RP11-160C18.4,0.038657,0.138374,0.204151
RP11-686G8.1,0,0.193659,0
LINC01053,0,0,0
C4A-AS1,0,0,0
AC068196.1,0,0,0
RPS2P35,0.119559,0.160044,3.61E-02
RPL39P6,0,0,0
RP11-322I2.1,0,0,0
RP11-431J24.2,0,0,0
AC017079.4,0,0,0
AHCYP2,0,0,0
RPS27P5,0,0,0
CD81-AS1,0,0,0
RP11-252M21.6,0,0,0
RP11-656D10.6,0,0,0
RP5-875H3.2,0,0,0
ENOX1-AS2,0,0,0
HMGB1P15,0,0,0
CLUHP1,0,0,0
LL22NC03-121E8.4,0,0,0
RP11-555H23.1,0.538823,0.236791,0.718042
RP4-719C8.1,0,0,0
CTA-503F6.2,0,0,0
NOTCH4,0,0,0
PAXBP1-AS1,0.483577,0.365637,0.617914
RP11-31F15.2,0.1089,7.90E-02,7.30E-02
UBE2V2P3,0,0,0
RP13-36C9.5,0,0,0
AC114752.3,0,0,0
AC002465.2,0,0,0
VWA7,0,0,0
MPC1L,0,0,0
AC009312.1,0,0,0
RP11-112N13.1,0,0,0
RP13-210D15.4,0,0,0
POLR2LP,0,0,0
AC005863.2,0,0,0
TARDBPP2,0.342049,0.356032,0.301187
RP11-167P22.5,0,0,0
HCG20,0,0,0
AC093590.1,0,0,0
AP000275.64,0,0,0
RP11-69L16.4,0,0,0
MKRN4P,0.167877,0.284935,0.107167
RP6-204F4.2,0,0,0
RP11-522M21.2,0,0,0
CRIP1P2,0,0.128687,0
HLA-DQB1-AS1,0,0,0
C9orf69,17.519711,3.723278,7.182817
OR7E7P,0.053206,3.83E-02,0
LINC00391,0,0,0
RP11-460I13.6,0.146715,0,0
RP11-95P13.2,0,0,0
HCG22,0,0,0
TSPY11P,0,0,0
RP4-534P7.2,0,0,0
MCCD1,0,0,0
RP4-740C4.5,0.167739,0.102829,0.294309
CCR12P,0,0,0
RP11-575B7.3,0,0,0
OR2W3,0.339127,0.165221,0.368521
GABARAPL3,0,1.95E-02,9.18E-02
MYO5BP2,0.124807,4.57E-02,3.49E-02
RP11-575A19.2,0,0,0.319828
GS1-309P15.4,0.46759,0.725559,0.311158
DASS-23B5.1,0,0,0
HMGN2P17,0.45091,0.353323,0.108822
ST6GAL2-IT1,0,0,0
RP11-172F4.2,5.982695,5.132451,6.299663
CTC-431G16.3,0,0,0
RPL7P4,0,0,0
MTND5P20,0,0,0
AP000244.11,0,0,0
RP11-342D11.2,0,0,0
AC067940.1,0,0,0
RP11-46F15.2,0.386663,0.105227,0
RP11-435B5.5,0,0,0
NTM-IT,0,0,0
RP11-402L1.12,0,0,0
LINC00317,0,0,0
LINC00707,0.035312,0,0
RP11-241K18.2,0,0,0
RP11-229P13.19,0,0,0
PAGE2B,0,0,0
RP11-445J9.1,0,0,0
IFNWP19,0,0,0
RP3-436N22.3,0,0,0
AC012360.6,0,0,0
HOMER2P2,0,0,0
RP11-245J24.1,0,0,0
AC068483.1,0,0,0
ALG1L6P,0.382146,0.201143,0.25824
BX470102.3,1.453966,1.140194,2.037705
RP11-436D10.3,0.232699,0.296705,0.236035
RP5-1164C1.2,0,0,0
TBC1D3P1,0,0,0
AC027269.2,0,0,0
MRPL50P2,0.164586,0.321212,0.459803
SLC35E1P1,0.243462,0.226192,0.206309
RP11-656D10.3,0.164351,0.108252,0.145351
RP11-100G15.4,0,0,0
MICB,0,0,0
RP11-431K24.1,0,0,0
RP11-94M14.3,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
U3,0,0,0
snoU13,0,0,0
SNORD121B,0,0.672622,0.491473
snoU13,0,0,0
RNU7-120P,0,0,0
AL592183.2,0,0,0
RNU7-50P,0,0,0
snoU13,0.283028,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-122P,0,0,0
snoU13,0.227803,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
AL360154.2,0,0,0
snoU13,0,0,0
SNORD11,0.603708,0,0
snoU13,0,0,0
snoU13,0,0,0
AC027612.2,0,0,0
snoU13,0,0,0
snoU13,0,0,0
AC068587.1,0,0,0
RN7SKP198,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0.282122,0
snoU13,0,0,0
AC100791.2,0,0,0
RNU7-145P,0,0,0
snoU13,0.862889,0.23678,0
AC008869.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
AC055876.2,0.001682,1.05E-03,2.02E-03
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0.629121
SNORD126,0,0.258567,0
snoU13,0,0,0
AC100757.1,0,0,0
snoU13,0,0,0
snoU13,0,0.628728,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-148P,0,0,0
RP5-1121E10.2,0,0,0
snoU13,0.138062,0,0
snoU13,0,0,0
AL158147.1,0,0,0
SNORA13,0.075571,0.299394,0
RNU7-140P,0,0.209576,0.158445
RNU7-57P,0,0.218308,0
Y_RNA,0,0.119313,0
MIR2113,0,0,0
snoU13,0,0,0
snoU13,0,2.87663,0.856976
RNU7-103P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-180P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
SNORD61,0,0,0
RNA5SP103,0,0,0
RNU7-165P,0,0,0
RNU6-1211P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
AC004458.1,0,0,0
RNU7-48P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
SNORA81,0.555681,0.411456,0
RNA5SP233,0,0,0
AC093668.1,0.212561,8.01E-02,0
AC009009.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU6-368P,0,0,0
snoU13,0,0,0
MIR2053,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0.388875,0.229224,0
RNA5SP311,0.073237,7.83E-02,0.515289
RNU7-171P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU109,0,0,0
CR381670.1,0,0,0
AL589947.1,0,0,0
Y_RNA,0,0,0
snoU13,0,0,0
RNU6-538P,0,0,0
snoU13,0,0,0
RNU7-63P,0,0,0.747504
snoU13,0,0,0
RNU7-186P,0,0,0
RNU6-437P,0,0.408121,0
U1,0,0,0
snoU13,0,0,0
SNORD42B,0,0,0
AC190387.1,0,0,0
snoU13,0,0,0
Y_RNA,0,0,0
RNU7-136P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-157P,0,0,0
U6,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0.670647
snoU13,0,0,0
snoU13,0,0,0
RNU7-130P,0,0,0
CR383657.1,0,0,0.422362
Y_RNA,0,0,0
RNU6-893P,0,0,0
snoU13,0,0,0
RNU7-38P,0,0,0
RNU7-134P,0,0,0
AL121652.2,0,0,0
AC019131.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-144P,0,0,0
snoU13,0.514737,8.90E-02,0.840806
snoU13,0,0,0
RNU6-1014P,0,0,0
RNU7-169P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
AC068587.2,0.106719,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0.731598,0.653677,0
snoU13,0,0,0
RNU7-14P,0,0,0
AC091487.1,0,0,0
AC097361.1,0,0,0
U2,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
Y_RNA,0,0,0
CU442762.1,0,0,0
RNU6-498P,0,0,0
snoU13,0.524636,0,0.411349
snoU13,0,0,0
RNU6-1208P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-114P,0,0,0
snoU13,0,0,0
RNU6-749P,0,0,0
Y_RNA,0.266838,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU6-221P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-87P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
SNORD18,0,0,0
AP005638.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
AC024569.1,0,0,0
RNU6-104P,0,0,0
snoU13,0,0.695228,0.537038
AC117401.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
Y_RNA,0,0,0
MIR1270-1,0,0,0
AC020900.1,0,0,0
U8,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-107P,0,0,0
AL592170.2,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,1.707842,1.953905
RNU6-599P,0,0,0
snoU13,0,0,0
SNORD105B,0,0,0
AL355794.1,0,0,0
snoU13,0,0,0
Y_RNA,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0.381509,0
snoU13,0,0,0
RNU7-93P,0,0,0
snoU13,0,0,0
RNU7-104P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU6-1193P,0,0,0
snoU13,0,0,0
AF213884.3,0,0,0
RNU1-88P,0,0,0
snoU13,0.439826,0.395034,0.56116
snoU13,0,0,0
RNU7-21P,0,0,0
snoU13,0,0,0
Y_RNA,0,0,0
RNU6ATAC28P,0,0,0
RNU7-159P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU109,0,0,0
snoU13,0,0,0
snoU13,0,0,0
SNORD4A,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0.710341,0
RNU7-167P,0,0,0
Y_RNA,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-54P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
AC078785.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0.448702,0,0
SNORD4B,0.907719,6.55E-02,0
snoU13,0,0,0
AL592183.3,0,0,0
AC040163.1,0,0,0
5S_rRNA,0,0,0
RNVU1-1,0,0,0
Y_RNA,0,0,0
snoU13,0,0,0
RNU7-7P,0,0,0
AC138749.1,0,0,0
snoU13,0,0,0
RNU7-94P,0,0,0
RNU7-26P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU6-300P,0,0,0
AL591856.1,0,0,0
snoU13,0,0,0
RNU6-775P,0,0,0
snoU13,0,0,0
TRNAI2,0,0.352384,0
SNORD97,0,0.80641,0.113356
AC073597.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNA5SP489,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU7-126P,0,0,0
AE000660.1,0,0,0
AL353626.1,0,0,0
snoU13,0,0,0
AC008122.1,0,0,0
snoU13,0,0,0
CT978678.1,0,0,0
AL117380.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
TRNAI6,0,0,0
SNORD42A,0,0,0
SNORD54,0.23395,1.773118,0.271959
snoU13,0,0,0
snoU13,0,0,0
RNU7-62P,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
RNU6-625P,0,0,0
AP001340.1,0,0.402606,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
AL592183.4,0,0,0
snoU13,0,0,0
snoU13,0,0,0
CU442762.2,0,0,0
RNU6-333P,0,0,0
snoU13,0,0,0
AC020626.1,0,0,0
snoU13,0,0,0
snoU13,0,0,0
snoU13,0,0,0
